1000
{'run_name': '3D_flocking_stimulator', 'annealing': True, 'annealing_start': 0.2, 'annealing_end': 0.002, 'nr_observed_agents': 2, 'nr_of_boids': 20, 'predator_present': True, 'grouped_spawn': False, 'predator_halting': False, 'record_keeping': True, 'record_frequency': 100, 'boid_speed': 0.0333, 'boid_color': (0.8, 0.8, 0.8, 1), 'boid_turning_speed': 1.5707963267948966, 'predator_speed': 0.0333, 'predator_speed_slow': 0.0333, 'predator_speed_fast': 0.0533, 'predator_lunging': False, 'predator_lunge_speed': 0.013, 'predator_lunge_distance': 0.1, 'predator_turning_speed': 0.7853981633974483, 'predator_color': (0.8, 0.2, 0.2, 1), 'predator_confusion': True, 'predator_confusion_distance': 0.4, 'predator_confusion_threshold': 2, 'predator_chase_time': 10, 'predator_halt_time': 0, 'predator_eating_distance': 0.06666, 'height': 800, 'width': 800, 'graphics': True}
tick
boids eaten
predator position
predator rotation
agent positions (and)
agent rotations (interleaved)
----
0
7
-0.051093446978070715 0.9897112244140708 -0.3916136252881149
0.08955467787279804 -0.8542127222240716 0.5121528920758336
0.21337639593242191 0.5884179801340941 -0.17660853061400586
-0.9211358245570689 0.058045194280549044 -0.38488900755737665
0.2649075825838735 -0.36721697489019417 0.20792436986986837
-0.12434181948557783 -0.9561103178802363 -0.265315231319217
-0.590994734628173 0.26707089858798194 0.9759627054046836
-0.5773502691896258 0.5773502691896256 0.5773502691896258
-0.07833266361319442 -0.9795799443335079 0.20478768909106373
0.6284416394680354 0.12703908762303462 0.7674126504030506
-0.950304268487123 -0.2692920424146221 -0.3172870263266412
-0.5773502691896256 0.5773502691896257 -0.5773502691896258
0.2119342520667025 0.36061784814609504 -0.009191370269109458
0.2924430087571681 0.6026987322900546 0.742449543554992
0.4122110818126886 -0.6842830845034353 -0.43070342286683394
0.18090726586746989 0.40179751281006804 -0.8976810791455949
0.11636891435269409 -0.34786555254533447 -0.04029684080238402
0.5060271051061067 -0.6117031645359725 0.6080754948150848
0.8956433498224846 0.9148926130741789 0.19650420372315927
-0.6811227754724094 -0.3168972589912256 -0.6600362808032676
0.5612014763060238 -0.31448728849998575 -0.15642039579188885
0.34904910491474556 0.5196075073786856 0.7798543201354495
-0.6800384349042594 -0.33966327195007207 0.6975008930431341
-0.5773502691896258 -0.5773502691896258 -0.5773502691896257
-0.4423288886873206 0.8103899464514147 0.39149140932751747
-0.5773502691896305 -0.5773502691896144 0.5773502691896326
0.5894466919368582 -0.3402169019301611 0.6907113619975288
0.7522885493544004 0.3653603424044532 0.5482460749593676
0.7009809484322418 0.13403719848761497 2.768594630445792e-06
-0.5773502691896258 0.5773502691896257 -0.5773502691896257
-0.43341243149438347 0.5492604596660118 -0.7111195555405099
-0.577350269189626 0.5773502691896256 0.5773502691896257
0.6616078944591222 0.7065396078823399 -0.4399605551120201
0.9027670981841615 0.20560799015952558 0.3778054007272912
-0.8398238357288734 0.37184992771470227 -0.5938922213852476
-0.5773502691896258 -0.5773502691896257 -0.5773502691896258
-0.5138749595666209 0.5498441599775157 0.6488101102146817
0.7769279837828167 0.031234603234314096 -0.62881420751758
-0.9356561110319535 -0.02440868359931891 0.7941577483939615
-0.5773502691896258 -0.5773502691896257 -0.5773502691896258
-0.6890279703479992 0.6119884147335066 0.7119999569368665
-1.0 4.5970172113385394e-17 4.076600168545497e-17
0.6260138593894811 -0.8720095906766477 0.9411028250931602
0.6579515198030791 0.4188601423960501 0.6258242394640678
---
100
8
-0.051093446978070715 0.9897112244140708 -0.3916136252881149
0.9854314916850797 -0.14368157997394196 0.09099658659263284
0.1320714222262223 0.7107847677537421 -0.22567077520458598
-0.7071067811865476 7.176999099542129e-17 -0.7071067811865476
-0.9442681208637815 0.5727010847750595 -0.45507630535614785
5.5511151231257815e-17 1.0 0.0
-0.5850249564374365 0.2908539050340265 -0.8953769726828963
0.5773502691896258 0.5773502691896258 0.5773502691896256
-0.852114727590692 0.7426654483848906 -0.7612821316315256
-0.4364357804719848 -0.8728715609439696 -0.21821789023599233
0.9745212151309187 -0.3140916856832791 -0.2377225689259045
0.9128709291752769 0.3651483716701107 0.18257418583505536
0.36686755809614585 -0.9698821383005233 0.06958525736715206
0.4082482904638631 -0.408248290463863 0.816496580927726
-0.4946887544191074 0.667947659909048 0.01728402701807901
1.1102230246251563e-16 -1.0 -9.714451465470117e-17
-0.17253161129880004 -0.5556301522652748 -0.4437502450487525
0.5773502691896257 -0.5773502691896257 0.5773502691896257
0.9792476461362712 -0.9667731696664396 0.5577156452020493
6.162975822039155e-33 -1.1102230246251565e-16 1.0
-0.6057232752602526 0.0027944047796015746 -0.6472639776929805
0.7071067811865475 -0.7071067811865477 1.0794385653450953e-16
-0.7078933711216695 -0.4055982666650628 0.754509572076936
-1.232595164407831e-32 1.0 0.0
-0.3209659884448348 -0.7596411854581303 0.15883877503779364
-5.551115123125783e-17 -1.0 1.3877787807814457e-16
-0.2500174741480038 0.6004162651434268 0.9548642713216625
-1.0 7.70371977754894e-34 -5.5511151231257815e-17
-0.7786627397309815 0.17165621781467544 0.41528739941734466
-1.3104405199848002e-17 -0.447213595499958 -0.894427190999916
-0.19034429554385915 0.5578622716358017 -0.8001887819253346
-0.577350269189626 0.577350269189626 0.5773502691896255
0.5211280362113495 0.6191598487581144 -0.2476050230537868
-0.5773502691896257 0.577350269189626 0.5773502691896258
-0.7824336309599753 -0.027783634768846543 -0.605203896301958
-1.1102230246251568e-16 0.7071067811865476 -0.7071067811865476
-0.4465912481580321 0.22255185283883622 0.7363891764006961
0.8164965809277259 -0.4082482904638633 0.408248290463863
0.7920224391904251 0.019509059758987823 -0.02437045677136451
0.5773502691896257 0.5773502691896262 -0.5773502691896255
-0.6350371105567378 0.7210747456717624 -0.9720829937775031
0.0 1.0 -1.1102230246251565e-16
0.876665302303755 -0.9241535899765092 -0.9544505018268481
0.5773502691896255 0.5773502691896257 0.5773502691896261
---
200
7
-0.051093446978070715 0.9897112244140708 -0.3916136252881149
-0.5246769903371761 0.17858461884545224 -0.8323590509645146
-0.06228405114117348 0.8095605409883112 -0.30598597204490724
0.0 0.0 -1.0
0.9283121126937973 0.32756293591297175 -0.08308200803996033
-1.0 -1.5407439555097887e-33 -1.1102230246251565e-16
-0.262907503573097 0.8210709280781583 0.9191317466374884
0.0 0.0 1.0
-0.914770281530278 0.6576931127841434 -0.7054016150371598
-0.5773502691896258 -0.5773502691896258 0.5773502691896258
-0.012483471454710097 -0.25889680732401466 0.15455670279420766
-5.551115123125783e-17 8.326672684688674e-17 -1.0
0.3140006997719183 0.5445375923385001 0.38224322365044966
-5.551115123125783e-17 -1.0 8.326672684688674e-17
-0.914840428717988 0.644521116573532 0.5258338075268538
0.7071067811865477 -0.7071067811865475 -1.3064845819606288e-16
0.10233153827301897 -0.4702467738309607 -0.657201871035874
0.5773502691896256 0.5773502691896258 0.5773502691896258
-0.9265181363853295 -0.8940617991787313 0.20395973213194707
0.40824829046386285 0.408248290463863 -0.816496580927726
-0.17082795464815703 -0.29594019311555275 0.2641745587434294
-0.4372793921818479 0.052302363574914044 0.8978035397221104
-0.659751385807248 -0.4666000102722587 0.2555385655691529
-0.4082482904638631 0.40824829046386324 0.8164965809277259
-0.4638492090892917 -0.5939248875297677 0.26543500243582147
-0.7071067811865476 -0.7071067811865476 -1.3064845819606288e-16
-0.2506508069202613 0.5734959414560201 -0.7376702544941822
0.40824829046386324 0.816496580927726 -0.40824829046386296
-0.2907100248188617 0.13452382917665873 0.29680760949125423
-5.551115123125784e-17 2.775557561562892e-17 -1.0
0.23181746470193726 0.5669904775815998 -0.8228008836622035
-1.0 0.0 0.0
0.21502665767385354 0.8209964257195084 -0.5678041385117418
0.5773502691896256 -0.5773502691896257 -0.5773502691896261
-0.7004738313386513 -0.5526015691464674 0.3509703168442737
-1.1775693440128312e-16 -0.7071067811865476 -0.7071067811865475
-0.08801361593207975 0.5730109496227789 -0.9624971884372064
-0.8164965809277259 -0.408248290463863 0.408248290463863
