1000
{'run_name': '3D_flocking_stimulator', 'annealing': True, 'annealing_start': 0.2, 'annealing_end': 0.002, 'nr_observed_agents': 2, 'nr_of_boids': 20, 'predator_present': True, 'grouped_spawn': False, 'predator_halting': False, 'record_keeping': True, 'record_frequency': 100, 'boid_speed': 0.0333, 'boid_color': (0.8, 0.8, 0.8, 1), 'boid_turning_speed': 1.5707963267948966, 'predator_speed': 0.0333, 'predator_speed_slow': 0.0333, 'predator_speed_fast': 0.0533, 'predator_lunging': False, 'predator_lunge_speed': 0.013, 'predator_lunge_distance': 0.1, 'predator_turning_speed': 0.7853981633974483, 'predator_color': (0.8, 0.2, 0.2, 1), 'predator_confusion': True, 'predator_confusion_distance': 0.4, 'predator_confusion_threshold': 2, 'predator_chase_time': 10, 'predator_halt_time': 0, 'predator_eating_distance': 0.06666, 'height': 800, 'width': 800, 'graphics': True}
tick
boids eaten
predator position
predator rotation
agent positions (and)
agent rotations (interleaved)
----
0
3
-0.951845987236811 0.0688544829137751 0.33056786897916995
-0.7027661598306598 -0.7071067811865475 -0.07822866863795899
0.9366555973802166 -0.40729393697847605 0.2877254837840043
5.5511151231257815e-17 6.938893903907227e-17 -1.0
0.9949405890767491 -0.24780282982765725 -0.13792945403610182
-0.9103204840840652 -0.3128077110231309 -0.2710497227104707
0.3449397009774316 0.6700922967685374 0.7261233770223975
0.48203919790113703 0.7691802336177035 0.4195235153106959
-0.6905533670070283 -0.31852929883791914 -0.32966841313911044
-1.110223024625156e-16 -8.32667268468867e-17 -1.0
-0.920802768594811 -0.6018171410744833 -0.6404467333852125
1.3877787807814457e-17 -3.2959746043559335e-17 -1.0
-0.5707725885692811 -0.5212393905545134 -0.43987029252846954
0.0 6.938893903907228e-17 -1.0
-0.44945305965755794 -0.1392704085410543 0.14879276880578501
-0.6206519431788877 0.6980860193090912 -0.35702531433143225
0.26023198463616204 0.6515044677340104 0.34957679264656516
-1.1102230246251563e-16 1.0 -5.5511151231257815e-17
-0.8935594902726274 0.33891541654049073 -0.6471198588042326
-0.6431531838881132 0.5490605502795131 -0.5337475940754595
0.20875088932339847 0.3237328609811321 0.6529830221990136
0.5773502691896257 -0.5773502691896257 0.5773502691896257
0.22480024026911208 -0.23621062982759627 -0.42702298086050877
-0.07462201691711555 0.9929281063501596 -0.09233271473918679
0.644343545969204 0.4261840568991674 0.5615819821062258
-1.110223024625156e-16 1.0 5.55111512312578e-17
-0.15201759232110124 -0.9422361137742578 -0.9855292960633468
-0.6470206954988911 -0.6455615614737655 -0.40572711265539685
-0.34691871704048527 -0.6721117574443991 0.6100437361887883
0.5773502691896257 0.5773502691896258 0.5773502691896257
0.016364098035581705 0.6989775887904431 -0.5426548170427326
1.665334536937734e-16 1.0 3.348016308635236e-16
-0.05322169448516444 0.5388829254043054 0.10121989181812463
1.1102230246251563e-16 1.0 5.5511151231257815e-17
0.3915526211927576 0.34182107850338395 -0.7927900308649457
2.775557561562892e-16 8.326672684688677e-17 1.0
0.5848595388192233 -0.4923147003752921 0.8998125242014098
1.110223024625157e-16 1.7347234759768077e-17 -1.0
-0.3425106185856841 0.347676086466853 0.2679658606235422
-2.7755575615628907e-17 1.0 1.6349768761081404e-16
-0.2234034199970907 0.9109717540890936 -0.5173913083724336
0.04971806233473383 -0.9536047656325862 0.29692771046249633
-0.5795938550686981 -0.3338016340888413 0.7959471426581772
0.02644787427144226 0.09403320677761211 -0.995217697777547
---
100
5
0.6257013589744975 -0.09635194700470831 0.6319612856045644
-0.006521824009115327 0.9979683573894367 0.0633768369439805
0.49477983926622743 -0.9917040672928215 0.5456582070857003
0.5447547157829664 0.8332247418754732 0.0947566839793912
-0.377461569228008 -0.7555562761758955 -0.13582531899241224
1.0 5.55111512312578e-17 3.421138828918008e-49
-0.10718855209083389 -0.8495679270686884 -0.43292309878088525
-7.70371977754894e-34 1.0 0.0
0.7842974637640583 -0.8479683191223859 -0.8958419603883714
5.55111512312578e-17 1.0 5.55111512312578e-17
-0.19328294302483706 -0.5156008117499845 -0.6556593938088568
0.5773502691896257 0.5773502691896257 0.5773502691896258
0.791781642645268 0.03778826576929892 0.9064884189747227
0.0 1.0 -2.0816681711721685e-17
0.7077451238875866 0.53363113618161 -0.4201034826362974
0.0 1.0 0.0
-0.6113604222727435 -0.8900753221121157 -0.9471074116427536
0.7071067811865476 -1.3064845819606285e-16 0.7071067811865476
-0.20808981661111375 0.7191575174826493 -0.07817548591188656
-2.7369110631344077e-48 1.0 1.2490009027033009e-16
-0.8690241592872888 -0.47211124316124564 -0.3132277913565971
0.0 1.0 5.551115123125783e-17
-0.056831308030671816 0.5518948262056119 0.0013761125605211727
-1.1102230246251563e-16 1.0 -1.2490009027033009e-16
-0.7450413796177695 -0.9669419384734492 0.12914042509370363
1.1102230246251563e-16 1.0 0.0
0.5052040646254252 0.8113002860669734 -0.7740542024403507
5.55111512312578e-17 1.0 5.55111512312578e-17
-0.895829631304065 -0.4303229139984015 0.1939408297897641
0.5773502691896258 0.5773502691896258 0.5773502691896258
0.8847529814551163 0.6535533415988343 0.5698609985985721
0.5773502691896258 0.5773502691896258 0.5773502691896258
-0.26484784318272403 -0.9189082993605897 0.17758332368818003
0.0 1.0 1.3877787807814454e-17
-0.5891378202396723 -0.016312734787789065 0.8239579766669661
0.0 1.0 0.0
-0.6629335438657284 0.21390854344017232 -0.18963751973624288
1.1102230246251563e-16 1.0 -1.2490009027033009e-16
-0.09206910228135678 0.8814055248945804 0.27818557666837573
0.5773502691896257 0.5773502691896258 0.5773502691896257
-0.319206663971648 0.9570669078669717 0.6665349028613303
0.0 1.0 0.0
-0.5190894415437765 0.24651340579549008 0.45827268407991867
5.5511151231257815e-17 1.0 -8.326672684688673e-17
---
200
4
0.3884479034812879 0.4501294877186718 0.4184526277993067
-0.0076180492278113965 0.9798689404272898 -0.19949642831856215
0.029130761342371025 0.8018090315579051 0.5662924688971225
-0.5773502691896258 0.5773502691896257 -0.5773502691896257
0.9603105145434027 -0.5485588121196994 -0.9507113792361203
0.7071067811865476 8.158306886219489e-17 -0.7071067811865476
0.29553141374028474 -0.36107941340104305 -0.7899343456467822
-0.5773502691896261 0.5773502691896256 0.5773502691896256
0.455241243615487 0.6142924386621522 -0.2725269923960057
1.1102230246251568e-16 -1.0 -7.632783294297952e-17
-0.020709498419396982 0.6536116348456193 0.5850305488241272
-0.5773502691896258 0.5773502691896258 -0.5773502691896258
-0.054481381905017674 0.6926340796301393 -0.0016070699951440317
0.0 -1.0 2.0816681711721685e-17
0.6914962445533127 -0.2913829821838332 0.2332196542037126
0.0 -1.0 -1.3877787807814454e-17
0.8120112888496122 -0.665380296169616 -0.3541687563804429
1.1102230246251565e-16 -1.0 1.7105694144590048e-49
0.5917105911222967 -0.04219150629769376 -0.6130491837536484
-0.577350269189626 0.5773502691896255 0.577350269189626
0.41222423859233304 -0.4409174453168797 0.342498783800989
1.1102230246251563e-16 -1.0 -1.2490009027033009e-16
-0.8918698037681676 -0.017434934254529494 -0.6622671316251488
-1.6653345369377346e-16 -1.0 3.400058012914541e-16
-0.4604496942697013 0.08292735593321289 -0.12519074447087636
1.0 5.5511151231257815e-17 -5.5511151231257815e-17
0.22842159880714985 0.6303109623858594 0.7017678513064738
-0.5773502691896257 0.5773502691896258 -0.577350269189626
-0.6132297166987939 0.5064932044139331 -0.7194583490475915
0.5773502691896256 0.5773502691896256 -0.5773502691896261
-0.9517052636996398 -0.2405740942806394 -0.031438124719707014
0.0 -1.0 1.457167719820518e-16
-0.6560803620368949 0.6952514171187415 0.2605777769077092
1.0 4.333342374871281e-34 3.0814879110195767e-33
0.21416609898371614 -0.6193487604264766 0.7794248913470715
-0.5773502691896257 0.5773502691896257 0.5773502691896257
0.21370714792270395 0.7756997412254418 0.6017558744309934
-0.577350269189626 0.5773502691896256 -0.577350269189626
-0.678265946034047 0.34300235378376975 -0.06041777451450665
0.5773502691896257 0.5773502691896257 -0.5773502691896257
